Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brunei Darussalam,4.084068684,3.55728144,4.138918689,3.802640582,3.486347233,3.259078035,4.580588027,3.913345072,3.639100232,3.94600958,63.38618853,55.40826405,66.61873746,67.20874519,52.78130381,43.80843877,35.82549517,36.60346732,52.6571818,39.66152263,35.50112956,7.351342569,10.16119749,12.76091723,8.790338992,11.56761718,9.956863289,13.9693768,23.39090035,25.24329107,15.15186654,12.69683856,13.10754761,13.73879951,14.3028896,15.1458036,15.46188694,16.31608978,13.5052564,12.84432918,13.29667493,12.67509124,12.5729215,14.86010275,13.68818754,13.2014286,19.49970561,18.24160526,19.02914464,19.35389761,17.65156934,17.80602357,17.86980854,17.35844951,17.00920986,14.41262527,15.26950316,15.80753909,16.64490862
Bhutan,0,0,0,0,0,0,0,0,0,0,0.012334052,0.011946299,0.011574322,0.011214547,0.010865475,0.010525409,0.010194011,0.019745628,0.02869896,0.055674204,0.054074513,0.061393375,0.07694119,0.066699559,0.11371273,0.134274895,0.114909032,0.207714545,0.215904006,0.119383806,0.244912877,0.317972755,0.374163977,0.319194878,0.357206644,0.430204871,0.517109873,0.670638539,0.637870363,0.622960238,0.626042699,0.596378986,0.649324297,0.573394495,0.485278072,0.631990431,0.608453858,0.586578189,0.59558286,0.54545803,0.685628926,0.966396797,1.083266104,1.196786979,1.307274985,1.31888966,1.669594112,1.783886808,1.829277992
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0.03298176,0.074413036,0.123139607,0.252266823,0.771516737,0.975689916,0.999930328,1.089409795,1.098637872,1.083847801,1.142534888,1.034436476,1.013239755,1.083384677,0.960528306,1.073202621,1.084754844,1.14917508,2.183786203,2.0658649,2.420169251,2.322905275,2.147746853,2.171289562,1.940555211,1.992957783,2.335281728,2.397128414,2.452333155,2.310897524,2.364139697,2.260164542,2.248612742,2.378997675,2.227776837,2.303437347,2.291667102,2.093683373,1.695933684,1.984711765,2.515259486,2.695690919,3.413738935,3.399795164,3.296410755,3.569037983,3.64230522
Central African Republic,0.058606829,0.057670192,0.047257956,0.04643609,0.04559193,0.053673037,0.050412458,0.053664273,0.105119946,0.105132472,0.11540634,0.099618748,0.090311203,0.085150803,0.059071829,0.052429397,0.064268356,0.062916868,0.070260416,0.047962003,0.048351815,0.059917216,0.061238647,0.060905477,0.060663368,0.063468611,0.062110314,0.098365369,0.085754725,0.090815756,0.057005636,0.052110347,0.050688759,0.052525353,0.051036406,0.049648396,0.051386918,0.050111542,0.066177814,0.067453265,0.065926441,0.0671679,0.065752635,0.061836784,0.060607851,0.059429771,0.063136295,0.061934195,0.06084194,0.059940663,0.061548772,0.065631069,0.067622229,0.067446877,0.067201727,0.06899359,0.068316804,0.067449619,0.070718706
Canada,10.77084729,10.62789765,11.13062748,11.1321024,12.3053704,12.81400147,12.93491815,13.8103546,14.6326452,14.61864861,16.01414875,16.05533218,17.15406592,16.96713528,17.09800561,17.16020892,17.02862407,17.20283524,17.35562946,18.26610116,18.07962055,17.32493528,16.51518883,16.11132555,16.62025251,16.33299046,15.51911259,16.31019464,17.02217437,16.98419297,15.1355282,14.72781732,15.01519284,14.7353487,15.1313782,15.340087,15.64189767,16.00116472,16.14184074,16.28681103,16.78304541,16.34188458,16.75601646,17.23421557,16.82025619,17.0566373,16.61192808,17.37084027,16.54880282,15.48668191,15.73391403,15.95022477,15.7612635,15.85812871,15.85413843,15.65138616,15.24474718,15.38529105,15.49702527
Central Europe and the Baltics,5.22890328,5.460761919,5.796790472,6.212908524,6.612333622,6.765929428,6.930168059,7.143074036,7.561579657,8.067365367,8.350394198,8.560477886,8.874687268,9.176709681,9.397400141,9.937137353,10.43308314,10.771583,11.2496604,11.30180728,11.54082568,10.77728371,10.99103078,11.03546444,10.96673751,11.11412692,11.26422926,11.52667688,11.09202083,10.76396187,8.928048339,8.25775687,7.703558251,7.505139587,7.306747437,7.365817629,7.596542118,7.379959277,6.949300035,6.580907221,6.534386527,6.68651055,6.600333241,6.914286139,6.924274597,6.927355355,7.099956368,7.192342046,7.052635427,6.521535327,6.786153806,6.803902523,6.562543062,6.326934971,6.142062501,6.249982689,6.372489936,6.625943967,6.597232486
Switzerland,3.664365979,3.751824984,4.333572069,5.111295488,4.865282038,5.185731956,5.327620031,5.434600874,5.937701579,6.208288851,6.519570443,6.750434987,6.863739819,7.334759289,6.541311271,6.168137541,6.423427895,6.540985491,6.720778708,6.340850586,6.414949786,6.11563526,5.73116759,6.242518469,6.08124526,6.155338532,6.502824669,6.150039281,6.174526108,5.937782989,6.452219106,6.716198199,6.646920803,6.26237251,6.089683784,6.169852459,6.223265482,6.030549707,6.223627817,6.23321054,6.084142395,6.24632254,5.980985217,6.109823394,6.127509853,6.165025013,6.077017782,5.76603435,5.878910911,5.639327614,5.777702974,5.205754311,5.310833838,5.37497098,4.851838197,4.712404478,4.730490994,4.569419203,4.401991044
Chile,1.658786783,1.743014286,1.973032225,2.006373239,1.986497511,1.976350579,2.053281667,2.06818039,2.241517582,2.343377103,2.521098249,2.72515709,2.790261563,2.693679428,2.488782845,2.172716999,2.240724073,2.115710501,2.069415145,2.209021032,2.212527858,2.120030185,1.755452465,1.750053725,1.838033299,1.754333888,1.787561266,1.793340967,2.095842513,2.480093742,2.290838222,2.190399514,2.295219951,2.316253343,2.497468296,2.659784558,3.020421711,3.419398336,3.432427972,3.546178572,3.247220928,3.085180102,3.104355898,3.148965633,3.417427143,3.443180386,3.48833505,3.916467803,4.084807181,3.87121211,4.086146422,4.437266212,4.510826472,4.720140459,4.301488448,4.561654853,4.73170736,4.712395783,4.624872245
China,1.170381372,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,1.914542564,2.000547455,2.07574444,2.243245307,2.31902906,2.560366185,2.517251858,2.543462797,2.602487248,2.513859675,2.648479977,2.772929198,2.974328335,3.425411363,3.951800629,4.463473752,4.906034996,5.302594688,5.431610495,5.79534426,6.332165911,6.902792141,7.058003472,7.320485052,7.252919144,7.169112177,7.118705414,7.225768991,7.405211347
Cote d'Ivoire,0.131877899,0.152474138,0.155597445,0.159083659,0.187339475,0.277616178,0.295285765,0.327629172,0.374236548,0.426040997,0.478672774,0.507858995,0.540577465,0.549279784,0.581683614,0.622183644,0.590416609,0.577201129,0.655545804,0.705639411,0.774604003,0.532114783,0.697002655,0.529302543,0.567166798,0.738708944,0.578835148,0.718099645,0.825631425,0.740894833,0.227256089,0.22568426,0.216196337,0.223032003,0.224965523,0.229581361,0.264573265,0.316575455,0.309825768,0.417275505,0.384693455,0.371446625,0.370251316,0.292620071,0.301605526,0.316543403,0.300187993,0.28949599,0.324397641,0.295625731,0.302927822,0.284849452,0.366173071,0.383021967,0.395625652,0.411605058,0.39122307,0.424757468,0.395305384
Cameroon,0.052416881,0.053426338,0.053659472,0.054492268,0.059784099,0.053986827,0.058325778,0.075734182,0.081601765,0.089986371,0.097865349,0.121143245,0.125487646,0.127383311,0.134591386,0.156009946,0.142576886,0.198515994,0.246541316,0.218734072,0.452983381,0.601091136,0.692051861,0.696833055,0.620821659,0.643039097,0.19189569,0.171884357,0.198656069,0.668197354,0.246178169,0.218324206,0.202408113,0.517720218,0.550979678,0.522794733,0.453803258,0.459411323,0.459121481,0.431428137,0.431869549,0.397390656,0.380251265,0.363076458,0.378925661,0.372742791,0.381371992,0.433522547,0.426434271,0.44416547,0.441959377,0.381223121,0.328597266,0.333827053,0.341682842,0.343800787,0.357343635,0.338678511,0.341842908
"Congo, Dem. Rep.",0.152227966,0.150781829,0.135559233,0.13944636,0.116926933,0.142289856,0.134673889,0.124703324,0.178174656,0.187685825,0.135604194,0.144083207,0.143059348,0.147251776,0.151241082,0.141373532,0.144902754,0.143812064,0.141793562,0.146316506,0.132857757,0.139680623,0.110867465,0.141754194,0.136128876,0.121860177,0.110067805,0.122238366,0.123876796,0.131274364,0.091875589,0.048456844,0.039642237,0.036840635,0.031798893,0.029824728,0.029234816,0.027380263,0.029654425,0.028745886,0.019530491,0.016312697,0.017645288,0.020806765,0.022046824,0.027196782,0.02827952,0.029938231,0.030954528,0.030745299,0.031906398,0.037749896,0.035206804,0.05114996,0.064933793,0.037904358,0.026145739,0.028010253,0.026169263
"Congo, Rep.",0.219677016,0.256625562,0.222920852,0.21400681,0.237872705,0.21264613,0.259548931,0.264603168,0.359750383,0.38958635,0.431121099,0.502037864,0.471896396,0.842940788,1.088754101,0.715904255,0.780971599,0.294851272,0.192387169,0.20173262,0.228938452,0.258404625,0.713994524,0.58960635,0.571076828,0.622975231,0.505168392,0.609669514,0.672116756,0.657231219,0.356424553,1.271512505,1.208862043,1.168023501,1.056092571,1.082166342,1.005091867,1.164865833,1.094302816,0.970895515,0.914491818,0.929168751,0.845825368,0.862950793,0.814706187,1.330471807,1.321711881,1.323487413,1.34862708,1.312297969,1.16525627,1.105841803,1.053169074,0.865284504,0.861310987,0.70838841,0.672556252,0.630050555,0.613992586
Colombia,1.021927841,1.099580953,1.137455457,1.205764352,1.19441082,1.222186982,1.218990003,1.245901451,1.304524426,1.339331309,1.322369524,1.378209118,1.398143329,1.463645788,1.549779573,1.491606658,1.5478288,1.563876699,1.619776372,1.688634734,1.648891984,1.616879726,1.633862165,1.722127877,1.669896523,1.615252167,1.606056545,1.618419013,1.648060005,1.640109186,1.476018372,1.498296954,1.545788217,1.589569053,1.578065234,1.621572438,1.587263613,1.685673101,1.670563214,1.432583644,1.469090371,1.454691574,1.380538199,1.350404321,1.336155119,1.357868253,1.336083245,1.353300572,1.355779866,1.406925677,1.430255191,1.531007322,1.525532286,1.673065423,1.699465586,1.705152834,1.738659399,1.555106166,1.600650618
Comoros,0.057560093,0.056662666,0.055785438,0.054903155,0.053989458,0.070713353,0.086699736,0.084923576,0.083124031,0.081371714,0.127517333,0.125022907,0.122627273,0.120127597,0.117293798,0.128274093,0.151666805,0.146199933,0.102348689,0.073968486,0.154860946,0.150089573,0.145807845,0.141840827,0.137994818,0.134157152,0.120306754,0.126566785,0.132326711,0.128461257,0.170068854,0.165143805,0.160383454,0.155808311,0.15142338,0.168281468,0.163724738,0.159376837,0.174627752,0.170179615,0.184380059,0.197879096,0.193158671,0.240049519,0.25115952,0.228898426,0.23945328,0.187025423,0.182585317,0.193092918,0.231986266,0.212290787,0.20722096,0.242747579,0.210695427,0.23153061,0.251383552,0.307166816,0.312379103
Cabo Verde,0.109044952,0.107159034,0.087250941,0.067880067,0.131581662,0.111400437,0.092191657,0.074074224,0.11451815,0.139185686,0.136505939,0.135156552,0.188853043,0.229975504,0.244260402,0.284957815,0.270283219,0.295146981,0.756816157,0.89141991,0.426323243,0.114324611,0.124624461,0.12214132,0.275498138,0.270611677,0.185311405,0.251213656,0.225146127,0.243595628,0.295899134,0.288826182,0.309194604,0.300499649,0.292235308,0.310649049,0.353952768,0.37105935,0.387866564,0.451890329,0.513805006,0.573787988,0.632118387,0.689003723,0.744603269,0.950254193,1.065709517,0.968284474,0.998240601,1.047944488,1.096126209,1.142609721,1.049004337,0.996599836,0.964736936,0.952852841,1.035508529,1.097676461,1.140200528
Costa Rica,0.369238654,0.355765005,0.383752423,0.404551463,0.438151567,0.531804946,0.60407969,0.516526968,0.593790089,0.638398546,0.67687077,0.806476435,0.907239079,1.026932701,0.933699336,0.973577323,0.971071555,1.185414247,1.290363727,1.201075454,1.031067715,0.916901946,0.826883462,0.811741544,0.751507758,0.828074055,0.927761459,0.95588272,0.993246046,0.978585825,0.920038109,0.955627946,1.262731913,1.239510862,1.402208667,1.35664009,1.247122739,1.207329377,1.319700633,1.297154393,1.249252657,1.343554927,1.346038769,1.392873722,1.405865251,1.463071788,1.509635085,1.725458643,1.684918834,1.592659961,1.553293364,1.603682729,1.589162806,1.640619547,1.632818186,1.555343088,1.649203076,1.652540276,1.652184053
Caribbean small states,1.40133635,2.059981254,2.703741229,1.350230132,2.362952174,2.601911806,2.529154305,2.976362509,2.938122789,3.076164721,4.283398768,5.059526098,5.103337988,6.047184573,5.746218375,6.086492956,6.626611179,7.279666637,6.919368715,6.92343675,7.084247338,5.869424843,5.628531968,5.035818701,5.024704304,5.50472435,4.763919565,4.960398791,4.577757269,5.011604605,4.714389221,4.562310365,4.657452316,4.614020269,4.725940419,4.806403358,4.828409814,4.927451391,5.146445645,5.161969748,5.03110009,5.217181572,5.264220891,5.200736553,5.265055842,5.781103799,6.319862843,6.288236856,5.807552959,7.02915018,5.69036308,5.85842352,6.061385847,5.811900779,5.605397575,5.462326768,5.032062547,4.876310944,5.017034408
Cuba,1.918421742,1.67074999,1.901015827,1.710525888,1.834145103,1.835764524,1.871119626,1.905281192,1.905948489,2.016093997,2.14316086,2.211012251,2.304534551,2.440189789,2.458057731,2.865219504,2.849411556,3.048058592,3.156004128,3.238964543,3.188045899,3.308449098,3.47616192,3.090091244,3.250042989,3.226175317,3.296157442,3.300663433,3.427347043,3.402389021,3.341516163,2.569907961,2.057489364,1.862027903,1.993825507,2.119716987,2.288083728,2.493236868,2.441409346,2.510673973,2.534507272,2.435359521,2.317926681,2.24682379,2.219482757,2.296301782,2.335444202,2.417537743,2.341377461,2.413885955,2.695568338,2.53989816,2.562824284,2.424060435,2.377307538,2.427420867,2.509901097,2.262053371,2.202300094
Cayman Islands,1.397839898,1.371011964,1.351308193,1.338484,1.325581395,1.314336918,2.171364282,1.72200047,2.547117388,4.981772897,4.010718583,4.589486859,5.427232363,5.443681574,4.788039694,4.496076508,5.068417415,5.031268053,6.244465636,5.920245399,9.955451348,9.136501157,9.253727919,9.368619828,9.824777623,9.798766701,9.873935181,10.0447096,9.821602634,10.68295322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1.548896642,1.501403534,1.567864413,1.706856336,1.730111574,1.981916512,2.12384314,2.306987473,2.714276644,2.758775888,2.778854271,3.035850272,3.830484616,3.937764622,2.997211679,3.047588853,3.747732402,4.011257346,4.172164105,4.416512992,4.681335788,4.421662289,4.484907101,4.464374218,4.561971579,4.408566792,4.977979462,5.697814715,5.606485479,5.780931318,5.948219187,6.474095319,6.782328475,6.949618321,7.083946559,6.78052493,7.052686776,7.013094851,7.20802016,7.35382253,7.495059833,7.216690236,7.2776181,7.820347397,7.63056581,7.658197239,7.594394304,7.746486818,7.766501968,7.449305111,7.028474309,6.712083617,6.184771366,5.577576394,5.857864769,5.839858672,6.110124091,6.188092584,6.079400502
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.53545339,13.28020218,12.99916669,12.67975204,12.06841342,12.12132597,12.28667367,12.11067678,11.55194202,10.88599028,12.01065269,12.01181802,11.62410282,12.0433612,12.10540133,11.75178353,11.77860328,12.00427855,11.3928284,10.64445435,10.87698496,10.57346318,10.19619372,9.76957796,9.477122227,9.575140818,9.734693175,9.761725917,9.640704998
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02660923,11.65260094,11.07292343,10.92964208,10.75427021,10.68940786,11.02059284,10.61623004,10.52004276,10.15039627,10.09688327,10.29144835,10.10056008,10.1358012,9.947493985,9.726877921,9.883407092,9.525155674,9.615747988,8.9699549,9.451565374,9.29779082,9.449949925,9.642558947,9.10678233,9.087290939,9.073006389,8.858293699,8.558389812
Djibouti,0.482303848,0.497203485,0.506045455,0.656005884,0.783969437,1.052489215,1.134037566,0.669746204,0.861521266,0.562689724,0.872756197,0.952624991,1.063865162,0.942876334,0.947221951,0.883310955,0.796673587,0.713650386,0.654804421,1.080198167,0.970484177,0.801991817,0.904214728,0.884624175,0.867035452,0.844359129,0.831283192,0.792724188,0.658543686,0.689365174,0.558949717,0.560276711,0.552800585,0.549713502,0.530236325,0.523489613,0.528238217,0.529614531,0.514354155,0.500019286,0.515624107,0.518404025,0.535513229,0.539730056,0.51840399,0.548995976,0.541184111,0.583520391,0.57572569,0.555676355,0.618904682,0.562277505,0.587465558,0.633989059,0.511846464,0.590810921,0.52738245,0.49782862,0.510989933
Dominica,0.183288904,0.180237892,0.177498467,0.23313254,0.229470753,0.225508886,0.221236802,0.325055033,0.318712518,0.261130259,0.361107985,0.358660873,0.357850859,0.357810954,0.408499735,0.406947065,0.40373235,0.349509143,0.345570813,0.440274813,0.486869009,0.486894867,0.537740628,0.541552548,0.595888741,0.651180898,0.657250003,0.663553353,0.772411953,0.829614547,0.852006475,0.85255126,1.13401185,1.129656302,1.126062722,1.40637086,1.127824849,1.416591115,1.56733112,1.575299307,1.866475233,2.152976131,1.718213058,1.997089955,2.27314703,2.266931142,2.403914138,2.542480614,2.54133194,7.05736224,2.539610875,2.397337545,3.523409533,2.393725623,2.531966072,2.528977871,2.524296352,2.378953261,2.513053919
Denmark,6.502683093,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.9488346,11.80161179,10.91676863,11.02376646,11.85490289,12.15458515,11.97392623,12.31219662,11.78401383,10.11194239,10.49196453,9.810842233,9.950133216,11.74744309,11.50329653,11.37930503,10.74325063,9.505090019,10.13044504,12.17042554,11.02415801,11.42691286,12.13749813,11.44959475,13.927222,12.05678496,11.26273255,10.70314756,9.871496377,10.04892342,10.04105149,11.00810415,9.971277761,9.275879834,10.70573626,9.777644642,9.123308652,8.670862985,8.684706751,7.735291816,6.833498701,7.120299943,6.336521381,5.911867775,6.176665194,5.78145978,5.761494164
Dominican Republic,0.316137771,0.302507837,0.353054997,0.343707859,0.465558088,0.399063069,0.418059321,0.380654362,0.553387722,0.607096021,0.69106847,0.76158054,0.983169045,1.22146747,1.279818643,1.232399713,1.200376931,1.038221203,0.983674983,1.200609648,1.112623363,1.039084081,1.044905137,1.276423196,1.175662059,1.128311358,1.240127016,1.449379117,1.432939876,1.481393428,1.101844805,1.131985212,1.29853669,1.261517476,1.44982103,1.515492748,1.600700939,1.793576202,2.022052177,2.132252896,2.202727156,2.206173355,2.391984205,2.115178473,1.922124646,2.051166604,2.204219888,2.203696042,2.171688352,2.049758916,2.128906748,2.126723148,2.179053775,2.11480116,2.097355463,2.280756783,2.352434731,2.224840963,2.363757648
Algeria,0.557120254,0.535024544,0.487888633,0.455573837,0.462362729,0.525615176,0.65338893,0.635888609,0.663161217,0.801894917,1.042173891,1.255270267,1.854611529,2.438779641,1.975758959,1.928697738,2.292599486,2.382531345,3.454246225,2.446462561,3.460647179,2.342523823,1.920016285,2.493859764,3.267069872,3.244823587,3.301705157,3.538317679,3.434398804,3.188334694,2.635596776,2.535561112,2.447801991,2.658535391,2.535995092,2.540181463,2.439998203,2.448645025,2.468804597,2.532050158,2.531711792,2.377310115,2.524241794,2.598549059,2.596647581,2.684487229,2.786777459,2.942022144,2.994189217,3.191554214,3.144747525,3.222459523,3.387554626,3.406123235,3.566208834,3.674232947,3.535019927,3.505747662,3.591657418
East Asia & Pacific (excluding high income),0.952570353,0.707139917,0.581380752,0.566720696,0.56247605,0.601438482,0.639845771,0.547881216,0.5854578,0.679831319,0.872441953,0.97720753,0.989670183,1.01605731,1.011248618,1.128611222,1.159805892,1.252834716,1.357012611,1.368650017,1.33371914,1.305660394,1.381199871,1.43404001,1.521065376,1.617695445,1.67344832,1.759024837,1.862925436,1.873031942,1.664181237,1.733828908,1.788773439,1.918793856,1.982260191,2.180070302,2.166093446,2.199762914,2.222977209,2.174741782,2.27399406,2.37555836,2.525412715,2.85847122,3.243068857,3.602354556,3.909698378,4.190679738,4.284171526,4.514617596,4.905964443,5.305937345,5.412371774,5.576256539,5.552042399,5.509108565,5.481745022,5.564350746,5.720397083
Early-demographic dividend,0.616754236,0.628423033,0.648722425,0.666634701,0.693006994,0.724736649,0.743410702,0.788686227,0.845848523,0.872448208,0.916332771,0.952165732,0.954829956,1.024554532,1.038987032,1.036861666,1.100233869,1.150938503,1.179584308,1.216266517,1.244077178,1.259248546,1.282394977,1.283631685,1.295774915,1.33100625,1.36486725,1.386573482,1.420813797,1.45399931,1.279486681,1.318680606,1.328020711,1.345235491,1.380458736,1.417349407,1.460995955,1.495648131,1.515138106,1.532576137,1.560984792,1.56824423,1.592868602,1.629521995,1.689527909,1.734342642,1.79669607,1.882785912,1.930507152,1.959265712,2.01910782,2.065930584,2.131382799,2.125598135,2.203573699,2.194776637,2.199832227,2.247696677,2.27814572
East Asia & Pacific,1.182972608,1.022153677,0.925117471,0.945461548,0.97457012,1.036636055,1.09112059,1.0748875,1.164343423,1.320421097,1.59326071,1.695558532,1.743842621,1.818349009,1.798688473,1.864333115,1.924990249,2.03378421,2.117362547,2.166447015,2.131379537,2.079261975,2.121405939,2.154039938,2.26991737,2.342420731,2.389975906,2.466916006,2.62793287,2.671625946,2.494467181,2.56959646,2.631886473,2.758994094,2.855636497,3.056186324,3.059596868,3.090488012,3.055468701,3.042058843,3.16843593,3.259852218,3.409225734,3.717593082,4.084304076,4.413761948,4.690112274,4.976091688,5.032380069,5.221767283,5.629335017,6.035842043,6.150128387,6.298870519,6.242679578,6.19247158,6.165075415,6.237253253,6.361179651
Europe & Central Asia (excluding high income),8.848806795,9.007024968,9.377889793,9.913461713,10.42203767,10.91080114,11.40440119,11.82717117,12.07173338,12.49480614,12.97649489,13.62343194,14.19564456,14.68553935,15.07779118,15.69877331,16.16888899,16.56043964,16.97739814,16.92637728,17.33315623,16.90567563,17.08704208,17.17741813,17.0990402,18.20231994,18.14899447,17.99825371,18.22436284,17.77206282,10.47342951,10.10211165,9.272282445,8.392711013,7.425532732,7.197760861,6.96913735,6.592517748,6.527569454,6.48828281,6.642423746,6.623811796,6.705328528,6.943507858,6.985756612,6.983599271,7.302493008,7.406984,7.540122871,6.881470397,7.22789172,7.599699952,7.535071605,7.34128217,7.081647481,6.846907848,6.877000302,6.973488573,7.07331348
Europe & Central Asia,7.253356013,7.415604227,7.73822894,8.189670354,8.517185137,8.816231779,9.114528997,9.335340675,9.665967546,10.08133776,10.61122113,10.97774628,11.3960301,11.8438527,11.86491313,11.96960519,12.50273608,12.62745306,12.95591942,13.17731176,13.1706318,12.62970771,12.56128757,12.51237071,12.47675117,13.08717572,13.0495275,13.05208545,13.08720651,13.04253797,9.476590536,9.313163327,8.78791394,8.291099606,7.823039814,7.750880182,7.773038095,7.500886116,7.480261455,7.412124432,7.482160159,7.536520441,7.534290522,7.736199647,7.746554807,7.700388252,7.830097751,7.79165317,7.728668296,7.102064944,7.368627819,7.363895495,7.290488892,7.108636433,6.768550162,6.694111202,6.685154723,6.72179984,6.690105957
Ecuador,0.38819537,0.352250964,0.325586574,0.363069967,0.421134474,0.434251656,0.448236784,0.466288298,0.544401482,0.609573482,0.705683205,0.676180459,0.714649491,0.795506014,0.895288017,1.052757726,1.128497005,1.013629186,1.374939349,1.563076867,1.682678994,2.036216242,2.293674837,2.267481924,2.403764114,2.143306714,1.643987435,1.587355532,1.770430572,2.028399989,1.52478792,1.543092579,1.605990072,1.472431592,1.519450528,1.726725973,1.92170172,1.970471048,1.916637107,1.665312529,1.685181983,1.813443017,1.794808294,1.792114963,1.86961392,1.963714462,2.070503967,2.069030061,2.083141278,2.195011213,2.308289711,2.328802664,2.367181443,2.510270112,2.582775445,2.511716305,2.365516075,2.249579931,2.3138123
"Egypt, Arab Rep.",0.602793215,0.624427054,0.661467926,0.746574073,0.860935322,0.908284566,0.850377447,0.613826161,0.696556934,0.584380702,0.628345936,0.652672095,0.706632473,0.644915645,0.692786895,0.806758144,0.875014696,0.938899774,0.952470348,1.016099276,1.044579953,1.14816451,1.241194841,1.22177658,1.330844464,1.297999709,1.473543487,1.438892607,1.39574591,1.317447838,1.546643045,1.556651239,1.573291557,1.533550334,1.414663436,1.473833913,1.521501838,1.602039836,1.650597772,1.698422517,1.639654809,1.781970868,1.786947211,1.80210112,1.92376988,2.126355881,2.200103104,2.329350025,2.374802949,2.409447321,2.374299739,2.385091523,2.457816414,2.380304602,2.395917008,2.444220788,2.477154638,2.474943902,2.502042142
Euro area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.426550227,8.436013426,8.161265662,7.959097223,7.930731514,8.065635337,8.224544715,8.116532124,8.230464269,8.162177768,8.193095564,8.307852,8.281611084,8.412114548,8.407040018,8.337927388,8.250444284,8.097066507,7.886537039,7.271241416,7.441198787,7.179990668,7.077063508,6.914721029,6.523711594,6.646295189,6.617182762,6.613176931,6.454837567
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19489784,0.281421994,0.329060654,0.362939026,0.396090631,0.378099046,0.276463569,0.290514219,0.279181805,0.29477147,0.274076513,0.265285439,0.250017556,0.212265177,0.178191487,0.170196293,0.146925246,0.150644888,0.157706966,0.180462226,0.193839951,0.198082983,0.205348482,0.194446721,0.195465323,0.210964653,0.231696216
Spain,1.606592711,1.74622172,1.935781533,1.879509312,2.037725257,2.225610193,2.407735709,2.647227559,2.93409754,2.897101868,3.457969859,3.75994979,4.190966866,4.440462955,4.89498864,5.079852145,5.491294603,5.358942976,5.438594324,5.478315887,5.734778954,5.48982234,5.525887108,5.367036187,5.190482538,5.230998485,4.93636136,4.934193197,5.134110769,5.837882861,5.53215372,5.702608834,5.937021047,5.541234933,5.776615746,6.056280767,5.7683844,6.206345601,6.369906713,6.891100141,7.230107062,7.216328687,7.548593756,7.553396261,7.817921366,8.029202013,7.698212588,7.842252303,7.053994261,6.200857038,5.866642426,5.87043576,5.756947029,5.208060181,5.18406686,5.517944386,5.314294607,5.654039569,5.5203504
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.31747403,20.08564581,15.51114709,12.26133236,12.22552399,11.29724063,12.15744062,12.02542273,11.73028144,10.93333257,10.60856058,11.01493752,10.77319027,12.27821875,12.41789292,12.63678471,11.7982492,14.80591938,13.67895953,11.21006508,14.17976304,13.59761164,12.68621059,14.55997244,13.55602128,11.68459648,11.89399524,12.35782429,12.103085
Ethiopia,0.015892171,0.015042481,0.017054797,0.017719875,0.016683889,0.025801609,0.032177907,0.04088377,0.064100811,0.060337113,0.058202088,0.06331352,0.046718337,0.056475969,0.054553804,0.037157718,0.035531926,0.031234312,0.040344949,0.053589028,0.051861431,0.051869594,0.040044821,0.04835793,0.042281794,0.044651148,0.052778059,0.059580277,0.059727657,0.06110041,0.048237691,0.04696636,0.029558418,0.036400784,0.040956131,0.045049857,0.048740284,0.050413985,0.051673614,0.049422619,0.053756289,0.064554538,0.065153462,0.069557428,0.071794657,0.06614596,0.06879927,0.075240774,0.082975305,0.081305656,0.07382477,0.083647726,0.09123558,0.107772863,0.125695423,0.127732852,0.144300199,0.145300853,0.149050931
